jugador,posicion,seleccion,edad,anio_nacimiento,partidos_jugados,minutos,minutos_por_partido,pct_minutos_equipo,partidos_90,titularidades,minutos_por_titularidad,partidos_completos,apariciones_suplente,minutos_por_sustitucion,suplente_no_utilizado,puntos_por_partido,goles_favor_en_cancha,goles_contra_en_cancha,diferencial,diferencial_por90,diferencial_neto_con_sin,id_jugador,club,goles,asistencias,goles_mas_asistencias,goles_sin_penal,penales_anotados,penales_intentados,tarjetas_amarillas,tarjetas_rojas,goles_por90,asistencias_por90,goles_asist_por90,goles_sin_penal_por90,goles_asist_sin_penal_por90,disparos,disparos_arco,pct_disparos_arco,disparos_por90,disparos_arco_por90,goles_por_disparo,goles_por_disparo_arco,doble_amarilla,faltas_cometidas,faltas_recibidas,offsides,centros,intercepciones,entradas_ganadas,penales_ganados,penales_concedidos,autogoles,goles_recibidos,goles_recibidos_por90,disparos_arco_recibidos,atajadas,pct_atajadas,victorias_portero,empates_portero,derrotas_portero,arco_en_cero,pct_arco_en_cero,penales_enfrentados_portero,penales_recibidos_portero,penales_atajados,penales_fallados_rival,pct_atajadas_penales
Lawrence Shankland,FW,Scotland,30,1995,2,171.0,86.0,63.3,1.9,2,86.0,0,0,,1,1.5,1.0,3.0,-2.0,-1.05,-0.14,63b1a176,Hearts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.11,0.0,0.0,,0.0,5.0,3.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Sharara,FW,Jordan,28,1997,2,2.0,1.0,0.7,0.0,0,,0,2,1.0,1,0.0,0.0,0.0,0.0,0.0,1.68,67e2aed8,Raja Casablanca,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Saleh Al-Shehri,FW,Saudi Arabia,32,1993,0,,,,,0,,0,0,,3,,,,,,,f4377d0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed El-Shenawy,GK,Egypt,37,1988,0,,,,,0,,0,0,,5,,,,,,,b3b16d95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aimar Sher,MF,Iraq,23,2002,1,23.0,23.0,8.5,0.3,0,,0,1,23.0,2,0.0,0.0,0.0,0.0,0.0,4.01,ef301f96,Sarpsborg 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Kento Shiogai,FW,Japan,21,2005,1,7.0,7.0,1.9,0.1,0,,0,1,7.0,3,1.0,1.0,0.0,1.0,12.86,12.35,6bc2fef7,Wolfsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Mostafa Shobeir,GK,Egypt,26,2000,5,480.0,96.0,100.0,5.3,5,96.0,5,0,,0,1.2,8.0,7.0,1.0,0.19,,0cb1d2ba,Al Ahly,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,0.0,7.0,1.31,19.0,12.0,63.2,1.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,100.0
Eldor Shomurodov,FW,Uzbekistan,30,1995,3,269.0,90.0,99.6,3.0,3,90.0,2,0,,0,0.0,2.0,10.0,-8.0,-2.68,87.32,57469b2d,Başakşehir,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,4.0,2.0,50.0,1.34,0.67,0.25,0.5,0.0,8.0,4.0,1.0,1.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,
Otabek Shukurov,MF,Uzbekistan,29,1996,3,237.0,79.0,87.8,2.6,3,79.0,1,0,,0,0.0,2.0,8.0,-6.0,-2.28,5.9,62032a56,Baniyas FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.76,0.0,0.0,,0.0,2.0,5.0,0.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,
Nkosinathi Sibisi,DF,South Africa,30,1995,1,90.0,90.0,25.0,1.0,1,90.0,1,0,,3,0.0,0.0,2.0,-2.0,-2.0,-2.0,932f8e2b,Orlando Pirates,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Kwasi Sibo,MF,Ghana,27,1998,4,248.0,62.0,68.9,2.8,3,78.0,1,1,13.0,0,1.0,2.0,3.0,-1.0,-0.36,-0.36,be834ad7,Oviedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,7.0,1.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,
Niko Sigur,MF,Canada,22,2003,3,126.0,42.0,28.0,1.4,1,86.0,0,2,20.0,2,2.0,2.0,2.0,0.0,0.0,-0.83,5c56986b,Hajduk Split,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.71,0.0,0.0,,0.0,5.0,1.0,0.0,5.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Bernardo Silva,MF,Portugal,31,1994,4,97.0,24.0,21.6,1.1,1,45.0,0,3,17.0,1,1.75,4.0,2.0,2.0,1.86,1.09,3eb22ec9,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.93,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Éderson Silva,MF,Brazil,26,1999,2,22.0,11.0,4.9,0.2,0,,0,2,11.0,3,1.5,1.0,1.0,0.0,0.0,-1.26,a9202def,Atalanta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.18,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Rui Silva,GK,Portugal,32,1994,0,,,,,0,,0,0,,5,,,,,,,ea83bfa6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giuliano Simeone,FW,Argentina,23,2002,3,192.0,64.0,23.7,2.1,2,71.0,0,1,51.0,5,2.0,2.0,3.0,-1.0,-0.47,-2.22,a6536561,Atlético Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.47,0.0,0.0,,0.0,9.0,1.0,1.0,2.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,
Dominique Simon,MF,Haiti,25,2000,2,56.0,28.0,20.7,0.6,0,,0,2,28.0,1,0.0,0.0,1.0,-1.0,-1.61,0.5,ffd8e8c5,1. FC Tatran Prešov B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.61,1.61,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
Unai Simón,GK,Spain,29,1997,8,750.0,94.0,100.0,8.3,8,94.0,8,0,,0,2.75,14.0,1.0,13.0,1.56,,5dcf3e90,Athletic Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.12,11.0,9.0,90.9,7.0,1.0,0.0,7.0,87.5,0.0,0.0,0.0,0.0,
Sarpreet Singh,MF,New Zealand,27,1999,3,209.0,70.0,77.4,2.3,3,70.0,0,0,,0,0.33,3.0,5.0,-2.0,-0.86,5.04,4ba886c6,Wellington,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50.0,1.72,0.86,0.0,0.0,0.0,2.0,2.0,0.0,7.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Wilfried Singo,DF,Côte d'Ivoire,25,2000,2,171.0,86.0,47.5,1.9,2,86.0,1,0,,2,1.5,2.0,1.0,1.0,0.53,0.53,8b609c34,Galatasaray,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,2.0,0.0,0.0,1.05,0.0,0.0,,0.0,3.0,1.0,0.0,1.0,4.0,0.0,,,0.0,,,,,,,,,,,,,,,
Sphephelo Sithole,MF,South Africa,27,1999,3,229.0,76.0,63.6,2.5,3,76.0,2,0,,0,1.0,1.0,2.0,-1.0,-0.39,0.29,33bcd4b3,Tondela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,5.0,1.0,0.0,0.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,
Ellyes Skhiri,MFDF,Tunisia,31,1995,3,250.0,83.0,92.6,2.8,3,83.0,1,0,,0,0.0,2.0,10.0,-8.0,-2.88,6.12,c2211709,Frankfurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
Eric Smith,DFMF,Sweden,29,1997,0,,,,,0,,0,0,,4,,,,,,,8817312f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Smith,DF,New Zealand,36,1990,0,,,,,0,,0,0,,3,,,,,,,26a48676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Sochůrek,MF,Czechia,18,2008,0,,,,,0,,0,0,,3,,,,,,,c75bba87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandr Sojka,MFDF,Czechia,23,2003,3,141.0,47.0,52.2,1.6,2,69.0,0,1,4.0,0,0.33,2.0,3.0,-1.0,-0.64,1.45,765b7bfc,Viktoria Plzeň,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,0.64,0.0,0.0,,0.0,0.0,,,0.0,0.0,2.0,0.0,6.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Ramón Sosa,FWMF,Paraguay,26,1999,1,12.0,12.0,2.5,0.1,0,,0,1,12.0,4,0.0,0.0,1.0,-1.0,-7.5,-7.12,2d3417a1,Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Tomáš Souček,MF,Czechia,31,1995,3,137.0,46.0,50.7,1.5,1,90.0,1,2,24.0,0,0.33,1.0,3.0,-2.0,-1.31,0.04,6613c819,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.66,0.0,0.0,,0.0,3.0,1.0,2.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Harry Souttar,DF,Australia,27,1998,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,1.25,3.0,3.0,0.0,0.0,,0a6cb1b1,Leicester City,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.23,0.23,0.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,,,0.0,,,,,,,,,,,,,,,
John Souttar,DF,Scotland,29,1996,0,,,,,0,,0,0,,3,,,,,,,312d7b42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibril Sow,MF,Switzerland,29,1997,4,253.0,63.0,42.2,2.8,2,79.0,0,2,48.0,2,1.75,7.0,2.0,5.0,1.78,2.04,4c6facae,Sevilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.71,0.36,0.0,0.0,0.0,5.0,4.0,0.0,3.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Çağlar Söyüncü,DF,Türkiye,30,1996,1,7.0,7.0,2.6,0.1,0,,0,1,7.0,2,3.0,1.0,0.0,1.0,12.86,13.88,21166ff4,Fenerbahçe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Djed Spence,DF,England,25,2000,8,404.0,51.0,53.9,4.5,4,78.0,1,4,23.0,0,2.38,10.0,6.0,4.0,0.89,-0.15,9bc9a519,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.45,0.45,0.0,0.0,0.0,3.0,5.0,0.0,6.0,5.0,10.0,,,0.0,,,,,,,,,,,,,,,
Dayne St. Clair,GK,Canada,29,1997,0,,,,,0,,0,0,,5,,,,,,,3f41d25f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Stamenic,MF,New Zealand,24,2002,3,269.0,90.0,99.6,3.0,3,90.0,2,0,,0,0.33,4.0,10.0,-6.0,-2.01,-2.01,690d1049,Swansea City,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,,0.0,4.0,0.0,0.0,1.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,
Jindřich Staněk,GK,Czechia,30,1996,0,,,,,0,,0,0,,3,,,,,,,eca17cf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josip Stanišić,DFMF,Croatia,26,2000,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,6.0,7.0,-1.0,-0.25,,7ed08d5c,Bayern Munich,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,,0.0,0.0,,,0.0,0.0,4.0,0.0,7.0,5.0,2.0,,,0.0,,,,,,,,,,,,,,,
Carl Starfelt,DF,Sweden,31,1995,1,4.0,4.0,1.1,0.0,0,,0,1,4.0,3,1.0,0.0,0.0,0.0,0.0,0.76,5cfec13d,Celta Vigo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Ross Stewart,FW,Scotland,29,1996,1,2.0,2.0,0.7,0.0,0,,0,1,2.0,2,0.0,0.0,0.0,0.0,0.0,1.01,18986367,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Angelo Stiller,MF,Germany,25,2001,1,45.0,45.0,11.5,0.5,0,,0,1,45.0,3,0.0,0.0,1.0,-1.0,-2.0,-3.83,3b1ed320,Stuttgart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
John Stones,DF,England,32,1994,5,330.0,66.0,44.0,3.7,3,98.0,1,2,18.0,3,2.4,8.0,5.0,3.0,0.82,-0.25,5eecec3d,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Stopira,DF,Cabo Verde,38,1988,0,,,,,0,,0,0,,4,,,,,,,e9517008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jørgen Strand Larsen,FW,Norway,26,2000,2,105.0,53.0,18.4,1.2,1,90.0,1,1,15.0,4,0.0,1.0,4.0,-3.0,-2.57,-3.54,f553b2b3,Crystal Palace,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.71,0.86,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Elliot Stroud,MF,Sweden,23,2002,4,166.0,42.0,46.1,1.8,2,70.0,0,2,14.0,0,1.0,3.0,3.0,0.0,0.0,1.39,ff11bdec,Mjällby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.54,0.0,0.0,,0.0,3.0,1.0,0.0,4.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,
Luis Suárez,FW,Colombia,28,1997,5,331.0,66.0,69.0,3.7,3,72.0,0,2,57.0,0,2.2,3.0,1.0,2.0,0.54,-0.66,eeba07f8,Sporting CP,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27,0.27,0.0,0.27,9.0,0.0,0.0,2.45,0.0,0.0,,0.0,7.0,8.0,1.0,2.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,
Luka Sučić,FWMF,Croatia,23,2002,1,19.0,19.0,5.3,0.2,0,,0,1,19.0,3,3.0,0.0,0.0,0.0,0.0,0.26,1e1378e1,Real Sociedad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.74,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Petar Sučić,MFFW,Croatia,22,2003,4,289.0,72.0,80.3,3.2,3,90.0,3,1,19.0,0,1.5,5.0,7.0,-2.0,-0.62,-1.89,23fb46ea,Inter,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.31,0.31,0.62,0.31,0.62,3.0,2.0,66.7,0.93,0.62,0.33,0.5,0.0,7.0,6.0,1.0,4.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,
Yukinari Sugawara,MF,Japan,25,2000,4,148.0,37.0,41.1,1.6,1,90.0,1,3,19.0,0,1.25,3.0,2.0,1.0,0.61,-0.24,580bcd18,Werder Bremen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.22,1.22,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,
Rebin Sulaka,DF,Iraq,34,1992,2,43.0,22.0,15.9,0.5,1,12.0,0,1,31.0,1,0.0,0.0,2.0,-2.0,-4.19,-0.62,928bec06,Port FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.09,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Pavel Šulc,FW,Czechia,25,2000,3,189.0,63.0,70.0,2.1,2,77.0,1,1,36.0,0,0.33,1.0,4.0,-3.0,-1.43,-0.32,e9b893af,Lyon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.95,0.0,0.0,,0.0,2.0,1.0,1.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,
Kamaldeen Sulemana,MFFW,Ghana,24,2002,2,127.0,64.0,35.3,1.4,2,64.0,0,0,,2,1.5,0.0,1.0,-1.0,-0.71,-0.71,a62f8bf1,Atlanta Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.71,0.0,0.0,,0.0,2.0,1.0,1.0,4.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,
Crysencio Summerville,FW,Netherlands,24,2001,4,253.0,63.0,64.9,2.8,2,95.0,1,2,32.0,0,2.0,6.0,3.0,3.0,1.07,-0.9,df04eb4b,West Ham,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.71,0.71,1.42,0.71,1.42,2.0,2.0,100.0,0.71,0.71,1.0,1.0,0.0,2.0,5.0,1.0,7.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,
Ivan Šunjić,MF,Bosnia–Herz,29,1996,4,196.0,49.0,54.4,2.2,3,60.0,0,1,17.0,0,1.0,2.0,5.0,-3.0,-1.38,-1.38,e18098de,Pafos FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.46,0.46,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,
Finn Surman,DF,New Zealand,22,2003,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,4.0,10.0,-6.0,-2.0,,016e419b,Portland Timbers,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,2.0,1.0,50.0,0.67,0.33,0.5,1.0,0.0,4.0,2.0,0.0,0.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,
Josip Šutalo,DF,Croatia,26,2000,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,6.0,7.0,-1.0,-0.25,,33a6a650,Ajax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,6.0,4.0,,,0.0,,,,,,,,,,,,,,,
Junnosuke Suzuki,DF,Japan,22,2003,2,43.0,22.0,11.9,0.5,0,,0,2,22.0,2,1.5,1.0,1.0,0.0,0.0,-0.85,77428b1e,FC Copenhagen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Yuito Suzuki,FWMF,Japan,24,2001,1,12.0,12.0,3.3,0.1,0,,0,1,12.0,3,3.0,1.0,0.0,1.0,7.5,6.98,c25a7a2a,Freiburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Zion Suzuki,GK,Japan,23,2002,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.25,8.0,5.0,3.0,0.75,,51e1f4f5,Parma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,5.0,1.25,17.0,12.0,70.6,1.0,2.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,
Mattias Svanberg,MF,Sweden,27,1999,2,16.0,8.0,4.4,0.2,0,,0,2,8.0,2,1.5,1.0,0.0,1.0,5.63,6.67,92d83c27,Wolfsburg,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.63,0.0,5.63,5.63,5.63,3.0,2.0,66.7,16.88,11.25,0.33,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
Daniel Svensson,DF,Sweden,24,2002,3,98.0,33.0,27.2,1.1,1,81.0,0,2,9.0,1,1.33,1.0,3.0,-2.0,-1.84,-1.49,124c9382,Dortmund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.92,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,
Michael Svoboda,DF,Austria,27,1998,0,,,,,0,,0,0,,4,,,,,,,8abd174d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Sørloth,FW,Norway,30,1995,5,337.0,67.0,59.1,3.7,5,67.0,0,0,,1,2.4,7.0,3.0,4.0,1.07,1.84,e92cd3f7,Atlético Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.34,0.0,0.0,,0.0,6.0,2.0,2.0,5.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Musa Al-Taamari,FW,Jordan,29,1997,3,215.0,72.0,79.6,2.4,2,85.0,0,1,45.0,0,0.0,3.0,5.0,-2.0,-0.84,4.07,f15f8b2b,Rennes,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.42,0.42,0.84,0.42,0.84,8.0,3.0,37.5,3.35,1.26,0.13,0.33,0.0,2.0,3.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Haris Tabaković,FW,Bosnia–Herz,31,1994,1,16.0,16.0,4.4,0.2,0,,0,1,16.0,3,0.0,0.0,1.0,-1.0,-5.63,-5.1,723b19c7,Schalke 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Kim Tae-hyeon,DF,Korea Republic,25,2000,0,,,,,0,,0,0,,3,,,,,,,3ab57a75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Tae-seok,MF,Korea Republic,23,2002,2,113.0,57.0,41.9,1.3,2,57.0,0,0,,1,1.5,1.0,1.0,0.0,0.0,0.57,32257cce,Austria Wien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,3.0,1.0,0.0,8.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,
Nicolás Tagliafico,DF,Argentina,33,1992,7,476.0,68.0,58.8,5.3,5,86.0,2,2,22.0,1,2.57,7.0,6.0,1.0,0.19,-2.51,f0661424,Lyon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,9.0,16.0,2.0,2.0,6.0,4.0,,,0.0,,,,,,,,,,,,,,,
